std,mean,min,max,median,group
73.24691759236237,121.53067016601562,0,-1,-1,COVID
46.164744851260586,144.79690551757812,7,-24,-24,COVID
28.909544195662463,118.39993286132812,0,-90,-90,COVID
50.72784718596068,175.87066650390625,0,-1,-1,COVID
26.772264278454188,157.030517578125,13,-5,-5,COVID
52.66966647875795,130.76605224609375,0,-1,-1,COVID
67.67795095283398,156.7024688720703,0,-6,-6,COVID
79.60679557030787,169.19947814941406,0,-6,-6,COVID
50.15777959897692,138.28271484375,0,-27,-27,COVID
41.134840250522075,86.18406677246094,0,-7,-7,COVID
52.08891054031059,165.06948852539062,0,-1,-1,COVID
50.066667733233594,159.07803344726562,0,-24,-24,COVID
30.441979657340262,131.54042053222656,19,-42,-42,COVID
28.38899526301976,172.44174194335938,39,-17,-17,COVID
41.087893576482394,150.0160369873047,1,-56,-56,COVID
57.63048530496377,136.2622833251953,0,-9,-9,COVID
81.12867841178782,118.26943969726562,0,-7,-7,COVID
65.25148639039178,110.71493530273438,0,-18,-18,COVID
44.23330322379179,172.57928466796875,16,-14,-14,COVID
48.66299331075801,126.03399658203125,0,-1,-1,COVID
72.58618493966773,106.23599243164062,0,-11,-11,COVID
59.84592361274344,155.67117309570312,0,-27,-27,COVID
49.78898766357425,90.94267272949219,0,-38,-38,COVID
47.418612142456496,106.0755615234375,7,-20,-20,COVID
58.90786155243597,172.59906005859375,0,-1,-1,COVID
35.46022727558458,168.0276336669922,0,-37,-37,COVID
50.031458631977046,159.98216247558594,20,-1,-1,COVID
56.01641620107931,143.3356170654297,0,-1,-1,COVID
70.52317079318573,120.11759948730469,0,-1,-1,COVID
62.68724838148813,135.7774658203125,0,-15,-15,COVID
35.2131625532,155.47836303710938,12,-12,-12,COVID
60.1851617728506,139.9187469482422,0,-19,-19,COVID
85.28296621654576,140.11886596679688,0,-1,-1,COVID
53.36173705978758,154.28077697753906,0,-1,-1,COVID
49.52005467194085,175.53067016601562,2,-5,-5,COVID
37.67745759564574,151.31851196289062,0,-2,-2,COVID
40.33008586403412,141.73072814941406,0,-1,-1,COVID
96.33417270955991,129.7985076904297,0,-1,-1,COVID
59.73514805077441,132.00599670410156,0,-25,-25,COVID
53.70261991045757,145.84213256835938,0,-10,-10,COVID
51.64638229193118,142.28045654296875,0,-10,-10,COVID
25.549282920859202,107.01779174804688,7,-98,-98,COVID
60.84062233008589,185.62513732910156,0,-1,-1,COVID
50.28832122057786,99.93934631347656,0,-37,-37,COVID
41.76252602554105,151.84165954589844,0,-31,-31,COVID
58.44268019882847,148.39706420898438,0,-17,-17,COVID
36.26676286450159,185.37876892089844,0,-10,-10,COVID
49.93282853943434,102.07392883300781,0,-40,-40,COVID
40.504059981793645,151.35411071777344,5,-33,-33,COVID
41.44982670863773,152.22622680664062,3,-33,-33,COVID
34.13548719889017,186.5196533203125,13,-14,-14,COVID
49.402267024666166,170.736572265625,2,-4,-4,COVID
51.36755121124071,125.8792724609375,0,-1,-1,COVID
28.047072973306406,160.94363403320312,63,-28,-28,COVID
53.90382502994358,134.2986297607422,6,-38,-38,COVID
30.628348739487006,158.2078094482422,0,-35,-35,COVID
53.934577988413,138.45526123046875,0,-24,-24,COVID
33.287149040606685,148.10086059570312,46,-40,-40,COVID
55.25236843226845,126.97496032714844,0,-11,-11,COVID
43.98438000649344,111.76519775390625,0,-10,-10,COVID
77.41006864791188,142.0357666015625,0,-2,-2,COVID
65.25061478200259,106.66304016113281,0,-16,-16,COVID
34.56900903473721,42.060028076171875,0,-85,-85,COVID
45.19054179684146,152.76806640625,29,-34,-34,COVID
76.1447539099251,151.87464904785156,0,-3,-3,COVID
50.496284190181164,158.39170837402344,0,-1,-1,COVID
55.07809923934841,139.73593139648438,0,-19,-19,COVID
64.73882347127272,141.18405151367188,0,-18,-18,COVID
57.05465923882163,162.0565185546875,0,-4,-4,COVID
76.39057264118311,169.82691955566406,0,-1,-1,COVID
73.69473951754509,165.25634765625,0,-1,-1,COVID
78.84823274604834,154.92022705078125,0,-1,-1,COVID
69.84638605474359,155.40167236328125,0,-3,-3,COVID
51.30187406284937,163.24484252929688,0,-1,-1,COVID
42.00565818544032,128.3154754638672,0,-1,-1,COVID
58.932421664890065,134.38809204101562,0,-25,-25,COVID
42.7974336453563,131.0851593017578,0,-19,-19,COVID
33.930928769422664,155.6123809814453,0,-10,-10,COVID
62.38918898584748,101.04023742675781,0,-1,-1,COVID
52.2491634517189,165.1564483642578,1,-5,-5,COVID
49.90736230842582,160.31430053710938,0,-5,-5,COVID
60.29453436965406,150.48001098632812,0,-1,-1,COVID
29.084874790442907,164.21665954589844,4,-48,-48,COVID
47.76628266746607,143.04933166503906,0,-38,-38,COVID
50.167191124445594,93.48521423339844,0,-20,-20,COVID
93.19799459330775,116.52438354492188,0,-1,-1,COVID
57.562222603294934,126.48834228515625,0,-22,-22,COVID
42.41964898090156,167.66091918945312,2,-20,-20,COVID
58.28030956237596,160.29815673828125,0,-4,-4,COVID
47.10677024874276,93.8140869140625,0,-19,-19,COVID
68.62145516185767,132.99771118164062,0,-1,-1,COVID
46.617073338545666,64.98672485351562,0,-18,-18,COVID
67.41357408622903,135.51443481445312,0,-1,-1,COVID
50.85559756558535,163.8590850830078,0,-1,-1,COVID
26.442750790864473,153.47686767578125,3,-43,-43,COVID
29.20170335825858,154.96006774902344,65,-33,-33,COVID
58.07129278350364,125.21250915527344,0,-32,-32,COVID
40.74268404363401,138.71145629882812,0,-62,-62,COVID
42.13653504780532,70.77708435058594,0,-18,-18,COVID
57.797426818083544,133.0229949951172,0,-25,-25,COVID
85.57569162734934,102.50276184082031,0,-1,-1,COVID
26.96735960110422,139.2456817626953,59,-50,-50,COVID
54.23616617026026,155.1806640625,0,-1,-1,COVID
32.44272183317813,132.830322265625,0,-6,-6,COVID
53.1087214295383,148.9066925048828,0,-2,-2,COVID
66.44604619653833,151.79351806640625,0,-1,-1,COVID
46.83745420399633,142.04367065429688,0,-1,-1,COVID
52.44329781459371,127.69401550292969,0,-1,-1,COVID
51.78044822169538,137.0580291748047,0,-32,-32,COVID
57.91386887059866,124.3089599609375,0,-1,-1,COVID
50.452185507373585,111.04922485351562,0,-22,-22,COVID
54.975908923974856,143.98228454589844,0,-5,-5,COVID
26.995841952928064,100.46055603027344,11,-107,-107,COVID
62.05973631874245,126.20755004882812,0,-2,-2,COVID
59.170824560281105,137.26197814941406,0,-5,-5,COVID
56.266423115587266,138.68936157226562,0,-31,-31,COVID
96.24549863672563,130.19796752929688,0,-1,-1,COVID
57.3146336515894,122.27925109863281,0,-18,-18,COVID
44.0814484029096,75.37135314941406,0,-7,-7,COVID
49.00398564356722,111.72840881347656,0,-9,-9,COVID
38.20762933121932,137.31661987304688,10,-66,-66,COVID
25.41337718883947,125.6781005859375,17,-66,-66,COVID
40.0603339156922,119.54878234863281,0,-11,-11,COVID
47.20700513121031,146.2866668701172,0,-15,-15,COVID
43.350186568688265,154.0104522705078,0,-4,-4,COVID
84.68034085750644,164.6642608642578,0,-1,-1,COVID
51.36895280332078,190.33807373046875,16,-2,-2,COVID
57.23018831892417,152.3389129638672,0,-1,-1,COVID
40.24623170912218,144.55836486816406,1,-41,-41,COVID
62.27165245920401,130.4114532470703,0,-18,-18,COVID
59.71096555642923,190.83160400390625,0,-1,-1,COVID
83.89222919688126,124.93284606933594,0,-1,-1,COVID
58.72815908200965,120.44932556152344,0,-1,-1,COVID
63.23195064070833,125.75222778320312,0,-31,-31,COVID
52.35226987385002,143.21231079101562,0,-7,-7,COVID
39.312249969707324,168.16802978515625,25,-41,-41,COVID
58.00107911031147,148.57435607910156,0,-1,-1,COVID
58.79641977296659,129.326171875,0,-2,-2,COVID
26.113497734273622,145.0203094482422,19,-38,-38,COVID
72.20047697762607,130.57850646972656,0,-2,-2,COVID
53.280410247853816,135.9951934814453,0,-24,-24,COVID
72.265128274293,184.9549560546875,0,-1,-1,COVID
63.659692833168684,140.66845703125,0,-13,-13,COVID
63.4141508295941,131.63095092773438,0,-27,-27,COVID
36.11476325155414,122.33837890625,0,-31,-31,COVID
90.14050977356686,157.4669952392578,0,-1,-1,COVID
64.2720144122595,168.81658935546875,0,-1,-1,COVID
62.645235580394626,136.93753051757812,0,-21,-21,COVID
59.74164560368762,131.44375610351562,0,-10,-10,COVID
44.24917273201207,131.4571990966797,0,-13,-13,COVID
47.84331550465477,146.53594970703125,3,-33,-33,COVID
83.9360870676802,89.94676208496094,0,-1,-1,COVID
48.68669674533287,128.20394897460938,0,-40,-40,COVID
66.86454951688555,151.13931274414062,0,-10,-10,COVID
49.52458214132825,155.5206298828125,0,-25,-25,COVID
59.868693849767446,130.6619873046875,0,-6,-6,COVID
59.955215804862746,167.0918426513672,0,-1,-1,COVID
59.232666805348394,175.1793975830078,0,-1,-1,COVID
42.43159454979442,66.15977478027344,0,-6,-6,COVID
88.10540114306944,134.4891357421875,0,-1,-1,COVID
68.18533666380421,156.22862243652344,1,-10,-10,COVID
65.13475617012696,132.60926818847656,0,-36,-36,COVID
60.64998885824351,123.55682373046875,0,-1,-1,COVID
47.914235994313856,192.34889221191406,0,-1,-1,COVID
46.61598598112882,137.79251098632812,0,-30,-30,COVID
54.268827929492076,142.9776153564453,0,-15,-15,COVID
96.873571371447,115.67460632324219,0,-1,-1,COVID
21.53960021701244,65.71664428710938,0,-66,-66,COVID
47.16846866976302,117.52824401855469,0,-41,-41,COVID
63.668254712915314,155.67349243164062,0,-1,-1,COVID
67.15576224328994,164.27932739257812,0,-1,-1,COVID
45.42471569367634,109.08140563964844,0,-1,-1,COVID
23.621953881304737,141.02308654785156,19,-56,-56,COVID
71.7663294589142,163.12496948242188,0,-1,-1,COVID
56.25037218301673,151.09718322753906,0,-1,-1,COVID
34.47163109748714,145.38145446777344,42,-22,-22,COVID
42.52223295337838,146.39305114746094,0,-36,-36,COVID
56.676575121680116,133.95335388183594,0,-31,-31,COVID
88.44010022804527,131.65371704101562,0,-1,-1,COVID
46.67260299869888,150.56838989257812,0,-48,-48,COVID
29.327891734484965,156.84274291992188,10,-17,-17,COVID
53.8113670140352,138.9484405517578,0,-42,-42,COVID
23.860949560832697,155.9669189453125,62,-44,-44,COVID
44.74674587146862,92.63911437988281,0,-26,-26,COVID
46.995284721231336,144.05130004882812,0,-46,-46,COVID
56.85497294199624,127.96136474609375,0,-7,-7,COVID
28.18178387098872,141.3231964111328,4,-9,-9,COVID
50.284695235875134,149.94400024414062,0,-11,-11,COVID
40.42584951153545,118.37590026855469,0,-29,-29,COVID
40.53238641411882,140.59902954101562,0,-42,-42,COVID
54.731819067085205,157.43186950683594,0,-1,-1,COVID
19.281367001672887,98.49018859863281,15,-48,-48,COVID
52.072968189028074,136.177490234375,0,-43,-43,COVID
88.9473125371897,141.06546020507812,0,-1,-1,COVID
41.61142483804693,156.1244659423828,0,-35,-35,COVID
44.67636264596067,129.13392639160156,0,-4,-4,COVID
40.04876708327429,145.38650512695312,0,-1,-1,COVID
46.64695736557129,144.1042938232422,0,-26,-26,COVID
47.50828723931929,111.32496643066406,0,-26,-26,COVID
57.15242330124855,132.99037170410156,0,-13,-13,COVID
47.35307202106806,165.4619140625,0,-1,-1,COVID
61.884572876352706,126.45358276367188,0,-14,-14,COVID
71.67224582033803,91.31150817871094,0,-1,-1,COVID
31.522110358232354,192.0703582763672,0,-4,-4,COVID
74.87391004227156,150.24478149414062,0,-1,-1,COVID
37.59923227980186,115.12921142578125,0,-67,-67,COVID
35.18246940099437,153.21913146972656,0,-48,-48,COVID
35.06099632727677,188.07383728027344,2,-6,-6,COVID
50.224720828935205,111.29270935058594,0,-10,-10,COVID
66.78334393741778,152.456298828125,14,-1,-1,COVID
56.76344599477231,137.10113525390625,0,-32,-32,COVID
56.35764606637928,153.66404724121094,0,-1,-1,COVID
69.4192500489487,151.9634246826172,0,-1,-1,COVID
47.52962651259924,156.48245239257812,0,-22,-22,COVID
71.9072289851718,155.41485595703125,0,-2,-2,COVID
38.67272979956005,159.72525024414062,0,-30,-30,COVID
50.12569436436555,185.70469665527344,35,-1,-1,COVID
41.0242825896247,56.68470764160156,0,-1,-1,COVID
50.56567752874976,141.23446655273438,0,-8,-8,COVID
89.49169823501433,130.48826599121094,0,-9,-9,COVID
50.89310039233829,185.9009552001953,0,-1,-1,COVID
29.969177364738087,158.78782653808594,64,-18,-18,COVID
57.01481194201798,119.48434448242188,0,-19,-19,COVID
44.30663773163779,115.22805786132812,0,-40,-40,COVID
27.99727461501262,127.5330810546875,47,-88,-88,COVID
84.75814452700416,109.40597534179688,0,-4,-4,COVID
62.937012265191804,131.80667114257812,0,-9,-9,COVID
35.046451686555095,138.9429168701172,28,-71,-71,COVID
40.10419928168769,201.93199157714844,42,-1,-1,COVID
43.82365806526505,143.97572326660156,12,-25,-25,COVID
46.338416741600675,141.42503356933594,0,-34,-34,COVID
28.6675634426609,143.6494598388672,1,-39,-39,COVID
20.776898132554162,100.36738586425781,12,-1,-1,COVID
43.370666732642604,73.68365478515625,0,-18,-18,COVID
48.04904160328438,152.18431091308594,0,-23,-23,COVID
61.52192023464911,131.99891662597656,0,-9,-9,COVID
44.27942607344884,146.9249725341797,0,-48,-48,COVID
49.25459566055697,152.46414184570312,16,-22,-22,COVID
55.95890334743941,134.63441467285156,0,-4,-4,COVID
56.26683244106941,142.5717315673828,0,-23,-23,COVID
57.656507645216045,113.13777160644531,0,-18,-18,COVID
57.23910180851869,165.15957641601562,1,-5,-5,COVID
55.62943239043709,117.97944641113281,0,-1,-1,COVID
57.78747371308183,145.74581909179688,2,-5,-5,COVID
58.38355400012088,137.0115509033203,0,-30,-30,COVID
69.7965175953575,127.31414794921875,0,-28,-28,COVID
52.313516805327794,191.46212768554688,3,-1,-1,COVID
78.41609316576921,76.0150146484375,0,-21,-21,COVID
50.94218908433935,153.33799743652344,2,-8,-8,COVID
87.63159398499026,154.61521911621094,0,-1,-1,COVID
59.33976454764163,123.86741638183594,0,-1,-1,COVID
48.86083662065912,120.8438720703125,0,-1,-1,COVID
54.046231362740855,134.64613342285156,0,-23,-23,COVID
55.99132153466109,131.94625854492188,0,-21,-21,COVID
45.70214596714283,154.42982482910156,0,-26,-26,COVID
48.971972111540374,120.17149353027344,0,-8,-8,COVID
79.48409518509688,141.66969299316406,0,-1,-1,COVID
25.612828227308775,151.3269805908203,69,-37,-37,COVID
60.35133845926376,152.13795471191406,0,-15,-15,COVID
48.62473045293095,142.9403839111328,0,-39,-39,COVID
47.19077238109786,79.74661254882812,0,-1,-1,COVID
41.08929974205324,117.53512573242188,0,-35,-35,COVID
48.92348431258642,174.1185760498047,24,-1,-1,COVID
46.35912563850415,177.8920135498047,0,-1,-1,COVID
66.93179288221248,139.59835815429688,0,-1,-1,COVID
57.803742477331824,128.6195068359375,0,-23,-23,COVID
39.49531918039379,164.42874145507812,22,-1,-1,COVID
77.149048043079,126.36833190917969,0,-1,-1,COVID
67.43926969944089,95.56912231445312,0,-16,-16,COVID
91.1477493359519,148.0993194580078,0,-1,-1,COVID
74.78678540768698,144.35118103027344,0,-4,-4,COVID
80.36766277294308,138.52261352539062,0,-4,-4,COVID
34.49275344273836,166.52906799316406,14,-25,-25,COVID
60.75373290464513,151.50717163085938,0,-1,-1,COVID
50.1272554281056,146.61277770996094,0,-14,-14,COVID
59.73363318226954,148.18434143066406,0,-1,-1,COVID
61.63082630290583,84.63194274902344,0,-1,-1,COVID
61.00505255639766,126.45664978027344,0,-9,-9,COVID
65.20327773041545,148.2212371826172,0,-4,-4,COVID
54.60864802032989,154.5143585205078,0,-11,-11,COVID
66.33044424814834,148.82510375976562,0,-3,-3,COVID
47.0252076022656,151.05209350585938,39,-1,-1,COVID
75.88956036347632,176.85626220703125,0,-1,-1,COVID
48.25457869890235,168.4346466064453,0,-1,-1,COVID
36.161274027515184,150.47434997558594,0,-41,-41,COVID
45.202037391962065,131.9695281982422,0,-28,-28,COVID
46.40404242576417,90.92782592773438,0,-7,-7,COVID
69.17761244545427,166.841552734375,0,-1,-1,COVID
51.760595629968705,138.4510955810547,0,-1,-1,COVID
51.45453469254078,153.76553344726562,0,-23,-23,COVID
66.90666744607044,103.25576782226562,0,-18,-18,COVID
49.16934543873104,146.41836547851562,0,-1,-1,COVID
65.61053855521861,163.34503173828125,0,-6,-6,COVID
61.453499008172244,116.02801513671875,0,-6,-6,COVID
52.36487619301775,161.9125518798828,0,-1,-1,COVID
81.99995911547394,145.8975830078125,0,-1,-1,COVID
58.783455454157995,146.04429626464844,0,-1,-1,COVID
43.130459848681355,97.83187866210938,0,-37,-37,COVID
44.08650764850908,131.14349365234375,0,-12,-12,COVID
47.418504966782,142.02658081054688,0,-44,-44,COVID
54.32834578214122,172.20364379882812,2,-3,-3,COVID
88.3666045601076,153.6388702392578,0,-1,-1,COVID
68.88085433348155,161.7940673828125,0,-1,-1,COVID
92.30181426145076,124.08198547363281,0,-1,-1,COVID
46.569033199464265,141.3040313720703,13,-60,-60,COVID
72.46277393070405,121.2596435546875,0,-12,-12,COVID
68.31704831982945,106.29524230957031,0,-23,-23,COVID
48.52210429810785,147.27926635742188,0,-25,-25,COVID
36.012406352639026,154.68600463867188,18,-1,-1,COVID
44.067697652962764,117.41496276855469,0,-54,-54,COVID
35.440571560980004,156.39544677734375,23,-44,-44,COVID
64.38953625424696,117.07551574707031,0,-6,-6,COVID
78.6302972350018,131.55624389648438,0,-3,-3,COVID
31.33156953588148,139.76113891601562,57,-37,-37,COVID
42.620997044989636,157.0203857421875,0,-29,-29,COVID
59.12229906446268,157.95925903320312,37,-13,-13,COVID
67.72954178980633,150.4110870361328,0,-3,-3,COVID
75.13321674718902,103.43960571289062,0,-1,-1,COVID
49.053556443498344,160.08251953125,0,-14,-14,COVID
44.005230568660615,155.5127410888672,0,-1,-1,COVID
60.157353320483004,140.8732147216797,0,-16,-16,COVID
45.93468340895621,149.82589721679688,44,-21,-21,COVID
36.12435105058302,132.1583709716797,6,-72,-72,COVID
25.86312217969835,165.07215881347656,85,-18,-18,COVID
47.973247453923,95.9013671875,0,-1,-1,COVID
44.829069986042455,146.26486206054688,0,-17,-17,COVID
45.017207491588714,192.60745239257812,0,-13,-13,COVID
48.405651656092694,181.31568908691406,1,-6,-6,COVID
60.10383438891948,111.45819091796875,0,-1,-1,COVID
35.89483528950478,137.65431213378906,0,-42,-42,COVID
42.94447704840405,110.29209899902344,0,-33,-33,COVID
55.906890963067255,142.4895477294922,0,-24,-24,COVID
58.290229127598856,133.47630310058594,0,-34,-34,COVID
58.85161479622013,144.858154296875,0,-1,-1,COVID
47.096973142198195,186.1598663330078,2,-4,-4,COVID
45.67571766409995,179.42550659179688,0,-13,-13,COVID
50.76703516253146,135.56863403320312,7,-39,-39,COVID
71.1982624585735,159.87701416015625,0,-3,-3,COVID
49.66497171519937,160.865966796875,0,-1,-1,COVID
46.67397131703894,173.39134216308594,6,-5,-5,COVID
64.40950328056479,187.11114501953125,0,-1,-1,COVID
58.58514144454774,129.86441040039062,0,-10,-10,COVID
20.65366970090768,100.05087280273438,27,-40,-40,COVID
69.23265821101515,137.4930877685547,0,-1,-1,COVID
37.52086933932825,119.61524963378906,23,-58,-58,COVID
52.03766718435921,166.64219665527344,22,-15,-15,COVID
28.9537840496449,140.3609619140625,19,-58,-58,COVID
54.70496045155956,185.24977111816406,0,-1,-1,COVID
54.78157185685784,144.92405700683594,13,-18,-18,COVID
63.95187703985698,126.933837890625,0,-19,-19,COVID
73.04049961622358,158.7919464111328,0,-1,-1,COVID
75.07087892596329,144.00625610351562,0,-1,-1,COVID
49.55375554845373,146.72801208496094,0,-32,-32,COVID
48.09100497002201,158.54161071777344,5,-14,-14,COVID
53.15125414037623,170.67823791503906,2,-5,-5,COVID
63.05131099365063,117.64642333984375,0,-12,-12,COVID
43.88741615854961,70.5467529296875,0,-9,-9,COVID
47.21284016083233,91.49925231933594,0,-13,-13,COVID
31.158625384797727,145.4929656982422,0,-4,-4,COVID
55.9463411705731,141.5102081298828,0,-1,-1,COVID
74.47462383834835,158.26541137695312,0,-1,-1,COVID
29.723979529809373,163.88681030273438,6,-27,-27,COVID
59.75958320348578,132.3152618408203,0,-3,-3,COVID
46.54539725577843,166.10934448242188,37,-13,-13,COVID
63.0336281900066,100.79205322265625,0,-26,-26,COVID
53.89619846548093,134.6561279296875,0,-15,-15,COVID
52.54401657178136,146.04237365722656,0,-15,-15,COVID
53.41466445435109,158.42388916015625,0,-1,-1,COVID
44.408206905069946,153.3482208251953,0,-44,-44,COVID
101.24006368069459,138.15521240234375,0,-1,-1,COVID
59.4115185451759,152.1099090576172,0,-5,-5,COVID
39.356174299666556,132.84718322753906,3,-23,-23,COVID
54.04516281934107,155.42787170410156,2,-5,-5,COVID
69.15376920813492,110.73922729492188,0,-17,-17,COVID
56.719728998104124,131.48260498046875,0,-36,-36,COVID
60.3756581135013,160.58468627929688,0,-14,-14,COVID
56.31699797876606,97.74690246582031,0,-1,-1,COVID
42.136387826177156,180.82070922851562,67,-4,-4,COVID
52.00081452210953,159.09547424316406,0,-1,-1,COVID
62.98343237568154,197.1456756591797,0,-1,-1,COVID
50.39424859565396,160.39146423339844,0,-23,-23,COVID
71.07140680989295,137.03102111816406,0,-16,-16,COVID
59.36868824832572,114.45028686523438,0,-7,-7,COVID
57.47786678911878,133.25775146484375,0,-8,-8,COVID
58.63294618800479,133.7511749267578,0,-30,-30,COVID
60.98924107132978,176.91236877441406,0,-1,-1,COVID
43.599900273380946,111.85392761230469,0,-39,-39,COVID
81.28205530100048,142.96627807617188,0,-2,-2,COVID
45.55987343049423,110.6204833984375,0,-1,-1,COVID
44.66469031812949,93.45468139648438,0,-19,-19,COVID
53.38295522963414,130.15728759765625,0,-1,-1,COVID
50.329012548081224,168.4737548828125,0,-2,-2,COVID
66.94832086018738,162.67556762695312,0,-1,-1,COVID
65.30914977197186,157.4116668701172,0,-1,-1,COVID
29.293079611913846,155.65553283691406,0,-46,-46,COVID
60.687013109303464,134.00375366210938,0,-6,-6,COVID
63.42110647293678,139.391845703125,0,-26,-26,COVID
77.63911583687076,147.85064697265625,0,-1,-1,COVID
51.85390205671083,207.58746337890625,26,-1,-1,COVID
70.26261597098933,117.81221008300781,0,-8,-8,COVID
74.35644796739719,161.44537353515625,0,-1,-1,COVID
41.425834985935474,112.61329650878906,0,-9,-9,COVID
44.04633948990105,156.4186553955078,0,-36,-36,COVID
63.39896806333432,128.3126983642578,0,-21,-21,COVID
47.232568032027494,146.76229858398438,6,-1,-1,COVID
37.850409874842704,120.35319519042969,27,-10,-10,COVID
38.469590300639034,147.76873779296875,12,-20,-20,COVID
68.78804652555112,146.5779571533203,0,-1,-1,COVID
56.17729435914199,160.7194366455078,0,-1,-1,COVID
40.5521397281785,149.0137939453125,32,-1,-1,COVID
38.50106731337578,153.57052612304688,2,-48,-48,COVID
27.982276876118608,157.18324279785156,19,-50,-50,COVID
45.54090251211771,178.2663116455078,0,-5,-5,COVID
36.251341163885854,162.5967559814453,0,-29,-29,COVID
63.902495688385905,124.08354187011719,0,-1,-1,COVID
62.536832731409326,140.7339630126953,0,-6,-6,COVID
55.60184570437087,135.9478759765625,0,-1,-1,COVID
48.41867397645858,77.35408020019531,0,-18,-18,COVID
59.08346349332479,158.09132385253906,0,-1,-1,COVID
76.13517344519012,153.01834106445312,0,-1,-1,COVID
15.973121177304801,25.707275390625,0,78,78,COVID
47.03146930767014,123.8739013671875,25,-42,-42,COVID
52.11456648396222,138.63014221191406,0,-11,-11,COVID
52.863952913971744,132.59921264648438,0,-15,-15,COVID
57.66273449430248,150.5967254638672,0,-1,-1,COVID
49.5822636062991,99.24453735351562,0,-1,-1,COVID
75.69927465539607,107.02658081054688,0,-1,-1,COVID
41.77920990930578,57.703948974609375,0,-17,-17,COVID
55.77338880364354,150.17755126953125,0,-1,-1,COVID
40.34275172730126,190.72584533691406,2,-4,-4,COVID
45.93362331826364,147.49325561523438,7,-31,-31,COVID
86.61272589261655,111.38493347167969,0,-1,-1,COVID
43.705567417490606,114.955322265625,0,-16,-16,COVID
68.33332700961168,142.57447814941406,0,-1,-1,COVID
56.01406307988798,145.66432189941406,0,-1,-1,COVID
53.25897536930534,134.8649444580078,0,-1,-1,COVID
63.44215350311835,133.60763549804688,0,-1,-1,COVID
51.00314947097521,147.09457397460938,0,-1,-1,COVID
65.94020283248851,167.9120330810547,0,-1,-1,COVID
44.518911155377936,149.16943359375,0,-56,-56,COVID
62.51220020706834,133.15829467773438,0,-29,-29,COVID
67.28601203335303,151.45384216308594,0,-1,-1,COVID
45.53535234927578,146.5663604736328,0,-8,-8,COVID
71.28418429214831,144.98623657226562,0,-3,-3,COVID
75.52306249695351,164.20872497558594,0,-1,-1,COVID
33.0022078986859,155.64913940429688,0,-29,-29,COVID
49.073081697916294,144.41688537597656,0,-4,-4,COVID
15.51804927053064,68.89178466796875,5,-30,-30,COVID
46.9760586116819,102.88899230957031,0,-39,-39,COVID
65.98418181798482,138.8817901611328,0,-6,-6,COVID
42.14152851522004,115.32127380371094,0,-22,-22,COVID
85.62810637253628,78.58047485351562,0,-27,-27,COVID
79.80587825843145,145.67782592773438,0,-1,-1,COVID
51.72912867695742,155.30938720703125,0,-31,-31,COVID
63.26523575619571,140.3174591064453,0,-1,-1,COVID
52.848821213371856,125.68949890136719,0,-1,-1,COVID
50.569085030914145,140.3563690185547,0,-1,-1,COVID
49.63442990235058,139.18618774414062,12,-27,-27,COVID
43.74833895418492,165.3641815185547,0,-23,-23,COVID
56.543754145968684,125.76309204101562,0,-1,-1,COVID
77.73047761703884,140.9500274658203,0,-7,-7,COVID
37.53722264844007,132.47775268554688,4,-38,-38,COVID
57.93607823180392,135.89134216308594,0,-1,-1,COVID
50.95256709509212,147.28062438964844,0,-14,-14,COVID
21.045098496335388,143.3541259765625,66,-60,-60,COVID
53.968133051037306,146.8119659423828,2,-6,-6,COVID
58.96000797604527,133.2678680419922,0,-15,-15,COVID
63.36085188689942,145.71009826660156,0,-14,-14,COVID
68.18999357189351,123.19976806640625,0,-21,-21,COVID
43.114439973511374,100.60818481445312,0,-1,-1,COVID
21.309977431591033,66.62850952148438,0,-63,-63,COVID
60.0373367096205,129.81344604492188,0,-13,-13,COVID
64.64330812192247,127.59048461914062,0,-4,-4,COVID
34.20417541479256,150.94422912597656,11,-27,-27,COVID
45.35075591336893,166.114990234375,0,-1,-1,COVID
66.7573867722039,144.34825134277344,0,-17,-17,COVID
52.65011454314784,159.21791076660156,0,-1,-1,COVID
25.48903072081073,157.17156982421875,0,-42,-42,COVID
78.0261150714171,155.5035858154297,0,-1,-1,COVID
42.00613189897609,96.82295227050781,0,-45,-45,COVID
45.67487307976625,144.3634490966797,0,-33,-33,COVID
33.05064996566243,150.01597595214844,0,-22,-22,COVID
50.959111354177395,140.81939697265625,0,-30,-30,COVID
25.713333314158277,132.1077423095703,21,-58,-58,COVID
78.66420526758063,163.76406860351562,0,-2,-2,COVID
61.440538628764756,128.89524841308594,0,-26,-26,COVID
65.40977541860215,141.45977783203125,0,-1,-1,COVID
38.7030628270327,151.51429748535156,0,-43,-43,COVID
67.61511871625707,139.33956909179688,0,-1,-1,COVID
73.49217391824848,148.18321228027344,0,-1,-1,COVID
83.85437435819381,169.60092163085938,0,-3,-3,COVID
52.13215736632277,141.55335998535156,0,-22,-22,COVID
43.007728826298404,105.16529846191406,0,-8,-8,COVID
40.423940755993904,186.64620971679688,0,-7,-7,COVID
44.21478792479632,155.92930603027344,42,-21,-21,COVID
38.71931189458276,81.38072204589844,0,-33,-33,COVID
51.80192990511097,186.22740173339844,0,-1,-1,COVID
90.69187963438199,143.90602111816406,0,-1,-1,COVID
62.21377684900983,179.17152404785156,0,-2,-2,COVID
61.436437219737236,119.48243713378906,0,-1,-1,COVID
